-9.118547041490998595e-02,0.000000000000000000e+00
1.356595444765356095e-01,1.000000000000000000e+00
-6.775433866160618379e-02,0.000000000000000000e+00
9.773268435183002367e-02,0.000000000000000000e+00
9.359039771409713993e-01,1.000000000000000000e+00
-7.172549511109611586e-01,0.000000000000000000e+00
-4.852992320317690567e-01,0.000000000000000000e+00
9.091455762798530404e-01,1.000000000000000000e+00
9.572885963947908028e-01,1.000000000000000000e+00
-3.409987108862360117e-01,0.000000000000000000e+00
5.126054423295507423e-01,1.000000000000000000e+00
7.696657511775504279e-01,1.000000000000000000e+00
9.119383807469925163e-01,1.000000000000000000e+00
-6.589691955955885305e-01,0.000000000000000000e+00
-3.835640652558462982e-01,0.000000000000000000e+00
-9.930204002700644406e-01,0.000000000000000000e+00
-3.067378544661407691e-01,0.000000000000000000e+00
7.540477870383279768e-01,1.000000000000000000e+00
-7.736799478629585725e-01,0.000000000000000000e+00
9.032166568273869434e-01,1.000000000000000000e+00
1.626335757935568616e-01,1.000000000000000000e+00
3.106289720804316090e-01,1.000000000000000000e+00
-4.768412797524070879e-01,0.000000000000000000e+00
4.905083379015664491e-01,1.000000000000000000e+00
-7.153748186820048094e-01,0.000000000000000000e+00
3.202117733198552862e-01,1.000000000000000000e+00
-3.154900570911378654e-01,0.000000000000000000e+00
-7.904042327844222893e-01,0.000000000000000000e+00
7.810324488076434424e-01,1.000000000000000000e+00
-7.643236290473010008e-01,0.000000000000000000e+00
-2.551353002041343299e-01,0.000000000000000000e+00
1.084292807814029036e-01,1.000000000000000000e+00
4.372807785094587896e-01,1.000000000000000000e+00
3.429507838392111818e-01,1.000000000000000000e+00
8.130194087513735735e-01,1.000000000000000000e+00
-8.651162148876445634e-01,0.000000000000000000e+00
-2.201684946526478726e-01,0.000000000000000000e+00
-6.491893971923083928e-01,0.000000000000000000e+00
-8.325653156868026983e-01,0.000000000000000000e+00
8.096068937167921753e-01,1.000000000000000000e+00
-7.420151580418776760e-02,0.000000000000000000e+00
7.550231848599258111e-01,1.000000000000000000e+00
-5.194803432865657822e-01,0.000000000000000000e+00
-9.686140520890584860e-02,0.000000000000000000e+00
-2.847143952502870778e-01,0.000000000000000000e+00
8.366511665852343071e-01,1.000000000000000000e+00
-3.075509662370328190e-01,0.000000000000000000e+00
6.746269725696825148e-01,1.000000000000000000e+00
-5.755514456563792791e-02,0.000000000000000000e+00
-7.843604046190257861e-01,0.000000000000000000e+00
4.411592536060862102e-01,1.000000000000000000e+00
-2.311556429823333758e-01,0.000000000000000000e+00
1.947676219871450343e-01,1.000000000000000000e+00
-1.228182734858904723e-01,0.000000000000000000e+00
1.088469711766224535e-01,1.000000000000000000e+00
-1.320926742248285102e-01,0.000000000000000000e+00
-8.793425514301922430e-01,0.000000000000000000e+00
1.157141328406430247e-01,1.000000000000000000e+00
-4.533999721152188744e-01,0.000000000000000000e+00
8.169526723414077818e-01,1.000000000000000000e+00
-9.136740712584960900e-01,0.000000000000000000e+00
-3.216980017100230516e-01,0.000000000000000000e+00
4.822290276724461311e-01,1.000000000000000000e+00
3.727157166260128829e-01,1.000000000000000000e+00
-2.545633865669185703e-01,0.000000000000000000e+00
2.203545408458520427e-01,1.000000000000000000e+00
4.685669977208195558e-01,1.000000000000000000e+00
8.189344356446479622e-01,1.000000000000000000e+00
-3.263622221912150234e-01,0.000000000000000000e+00
-8.198735110390509284e-01,0.000000000000000000e+00
-8.455319254658957284e-01,0.000000000000000000e+00
4.278530274717540216e-01,1.000000000000000000e+00
-3.505077007237762388e-01,0.000000000000000000e+00
2.198505271555213358e-01,1.000000000000000000e+00
2.524655853815960249e-02,0.000000000000000000e+00
9.189406025136066525e-01,1.000000000000000000e+00
5.123502359668048456e-01,1.000000000000000000e+00
3.854363556968514182e-01,1.000000000000000000e+00
8.698565648599432265e-02,0.000000000000000000e+00
-3.710290839791854367e-01,0.000000000000000000e+00
-4.226250187049596097e-01,0.000000000000000000e+00
-7.866384829934458534e-01,0.000000000000000000e+00
-8.852623619843904557e-01,0.000000000000000000e+00
-1.766904478423632074e-01,0.000000000000000000e+00
2.536146730895141310e-01,1.000000000000000000e+00
7.283607449513254117e-01,1.000000000000000000e+00
-5.293252823592511369e-01,0.000000000000000000e+00
5.681108033232340482e-02,0.000000000000000000e+00
-4.372329929501563850e-01,0.000000000000000000e+00
-8.164543401311505910e-01,0.000000000000000000e+00
-2.509777614240404908e-02,0.000000000000000000e+00
-5.044186664221206318e-01,0.000000000000000000e+00
2.648883604099274702e-01,1.000000000000000000e+00
-1.984650034762693860e-01,0.000000000000000000e+00
-8.599236485987651335e-01,0.000000000000000000e+00
8.502330653122249782e-01,1.000000000000000000e+00
-2.545665177081162245e-01,0.000000000000000000e+00
8.087175100121934967e-01,1.000000000000000000e+00
-8.838135841158576422e-01,0.000000000000000000e+00
-8.518452378518435175e-01,0.000000000000000000e+00
